time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778614787.757,5084.766,0.0,0.0,0.0,0.0,0.0,0
1778614788.258,5085.267,0.0,0.0,0.0,0.0,0.0,0
1778614788.760,5085.769,0.0,0.0,0.0,0.0,0.0,0
1778614789.261,5086.270,0.0,0.0,0.0,0.0,0.0,0
1778614789.763,5086.772,0.0,0.0,0.0,0.0,0.0,0
1778614790.264,5087.273,0.0,0.0,0.0,0.0,0.0,0
1778614790.766,5087.775,0.0,0.0,0.0,0.0,0.0,0
1778614791.267,5088.276,0.0,0.0,0.0,0.0,0.0,0
1778614791.768,5088.778,0.0,0.0,0.0,0.0,0.0,0
1778614792.270,5089.279,0.0,0.0,0.0,0.0,0.0,0
1778614792.771,5089.780,0.0,0.0,0.0,0.0,0.0,0
1778614793.273,5090.282,0.0,0.0,0.0,0.0,0.0,0
1778614793.774,5090.783,0.0,0.0,0.0,0.0,0.0,0
1778614794.276,5091.285,0.0,0.0,0.0,0.0,0.0,0
1778614794.777,5091.786,0.0,0.0,0.0,0.0,0.0,0
1778614795.279,5092.288,0.0,0.0,0.0,0.0,0.0,0
1778614795.780,5092.789,0.0,0.0,0.0,0.0,0.0,0
1778614796.282,5093.291,0.0,0.0,0.0,0.0,0.0,0
1778614796.783,5093.792,0.0,0.0,0.0,0.0,0.0,0
1778614797.285,5094.294,0.0,0.0,0.0,0.0,0.0,0
1778614797.786,5094.795,0.0,0.0,0.0,0.0,0.0,0
1778614798.288,5095.297,0.0,0.0,0.0,0.0,0.0,0
1778614798.789,5095.798,0.0,0.0,0.0,0.0,0.0,0
1778614799.290,5096.299,0.0,0.0,0.0,0.0,0.0,0
1778614799.792,5096.801,0.0,0.0,0.0,0.0,0.0,0
1778614800.294,5097.303,0.0,0.0,0.0,0.0,0.0,0
1778614800.795,5097.804,0.0,0.0,0.0,0.0,0.0,0
1778614801.296,5098.306,0.0,0.0,0.0,0.0,0.0,0
1778614801.798,5098.807,0.0,0.0,0.0,0.0,0.0,0
1778614802.300,5099.309,0.0,0.0,0.0,0.0,0.0,0
1778614802.801,5099.810,0.0,0.0,0.0,0.0,0.0,0
1778614803.252,5100.261,0.0,0.0,0.0,0.0,0.0,0
1778614803.754,5100.763,0.0,0.0,0.0,0.0,0.0,0
1778614804.255,5101.264,0.0,0.0,0.0,0.0,0.0,0
1778614804.757,5101.766,0.0,0.0,0.0,0.0,0.0,0
1778614805.259,5102.268,0.0,0.0,0.0,0.0,0.0,0
1778614805.760,5102.769,0.0,0.0,0.0,0.0,0.0,0
1778614806.262,5103.271,0.0,0.0,0.0,0.0,0.0,0
1778614806.763,5103.772,0.0,0.0,0.0,0.0,0.0,0
1778614807.265,5104.274,0.0,0.0,0.0,0.0,0.0,0
1778614807.766,5104.775,0.0,0.0,0.0,0.0,0.0,0
1778614808.268,5105.277,0.0,0.0,0.0,0.0,0.0,0
1778614808.769,5105.778,0.0,0.0,0.0,0.0,0.0,0
1778614809.271,5106.280,0.0,0.0,0.0,0.0,0.0,0
1778614809.772,5106.781,0.0,0.0,0.0,0.0,0.0,0
1778614810.274,5107.283,0.0,0.0,0.0,0.0,0.0,0
1778614810.775,5107.784,0.0,0.0,0.0,0.0,0.0,0
1778614811.277,5108.286,0.0,0.0,0.0,0.0,0.0,0
1778614811.778,5108.787,0.0,0.0,0.0,0.0,0.0,0
1778614812.280,5109.289,0.0,0.0,0.0,0.0,0.0,0
1778614812.781,5109.790,0.0,0.0,0.0,0.0,0.0,0
1778614813.283,5110.292,0.0,0.0,0.0,0.0,0.0,0
1778614813.784,5110.793,0.0,0.0,0.0,0.0,0.0,0
1778614814.286,5111.295,0.0,0.0,0.0,0.0,0.0,0
1778614814.787,5111.796,0.0,0.0,0.0,0.0,0.0,0
1778614815.289,5112.298,0.0,0.0,0.0,0.0,0.0,0
1778614815.790,5112.799,0.0,0.0,0.0,0.0,0.0,0
1778614816.291,5113.301,0.0,0.0,0.0,0.0,0.0,0
1778614816.793,5113.802,0.0,0.0,0.0,0.0,0.0,0
1778614817.294,5114.303,0.0,0.0,0.0,0.0,0.0,0
1778614817.796,5114.805,0.0,0.0,0.0,0.0,0.0,0
1778614818.297,5115.307,0.0,0.0,0.0,0.0,0.0,0
1778614818.799,5115.808,0.0,0.0,0.0,0.0,0.0,0
1778614819.300,5116.309,0.0,0.0,0.0,0.0,0.0,0
1778614819.752,5116.761,0.0,0.0,0.0,0.0,0.0,0
1778614820.253,5117.262,0.0,0.0,0.0,0.0,0.0,0
1778614820.755,5117.764,0.0,0.0,0.0,0.0,0.0,0
1778614821.256,5118.265,0.0,0.0,0.0,0.0,0.0,0
1778614821.758,5118.767,0.0,0.0,0.0,0.0,0.0,0
1778614822.259,5119.268,0.0,0.0,0.0,0.0,0.0,0
1778614822.761,5119.770,0.0,0.0,0.0,0.0,0.0,0
1778614823.262,5120.271,0.0,0.0,0.0,0.0,0.0,0
1778614823.764,5120.773,0.0,0.0,0.0,0.0,0.0,0
1778614824.265,5121.274,0.0,0.0,0.0,0.0,0.0,0
1778614824.767,5121.776,0.0,0.0,0.0,0.0,0.0,0
1778614825.268,5122.277,0.0,0.0,0.0,0.0,0.0,0
1778614825.769,5122.779,0.0,0.0,0.0,0.0,0.0,0
1778614826.271,5123.280,0.0,0.0,0.0,0.0,0.0,0
1778614826.772,5123.782,0.0,0.0,0.0,0.0,0.0,0
1778614827.274,5124.283,0.0,0.0,0.0,0.0,0.0,0
1778614827.775,5124.784,0.0,0.0,0.0,0.0,0.0,0
1778614828.277,5125.286,0.0,0.0,0.0,0.0,0.0,0
1778614828.778,5125.787,0.0,0.0,0.0,0.0,0.0,0
1778614829.280,5126.289,0.0,0.0,0.0,0.0,0.0,0
1778614829.781,5126.790,0.0,0.0,0.0,0.0,0.0,0
1778614830.283,5127.292,0.0,0.0,0.0,0.0,0.0,0
1778614830.784,5127.793,0.0,0.0,0.0,0.0,0.0,0
1778614831.286,5128.295,0.0,0.0,0.0,0.0,0.0,0
1778614831.787,5128.796,0.0,0.0,0.0,0.0,0.0,0
1778614832.289,5129.298,0.0,0.0,0.0,0.0,0.0,0
1778614832.790,5129.799,0.0,0.0,0.0,0.0,0.0,0
1778614833.291,5130.301,0.0,0.0,0.0,0.0,0.0,0
1778614833.793,5130.802,0.0,0.0,0.0,0.0,0.0,0
1778614834.294,5131.303,0.0,0.0,0.0,0.0,0.0,0
1778614834.796,5131.805,0.0,0.0,0.0,0.0,0.0,0
1778614835.297,5132.307,0.0,0.0,0.0,0.0,0.0,0
1778614835.799,5132.808,0.0,0.0,0.0,0.0,0.0,0
1778614836.301,5133.310,0.0,0.0,0.0,0.0,0.0,0
1778614836.752,5133.761,0.0,0.0,0.0,0.0,0.0,0
1778614837.253,5134.262,0.0,0.0,0.0,0.0,0.0,0
1778614837.755,5134.764,0.0,0.0,0.0,0.0,0.0,0
1778614838.256,5135.265,0.0,0.0,0.0,0.0,0.0,0
1778614838.758,5135.767,0.0,0.0,0.0,0.0,0.0,0
1778614839.259,5136.268,0.0,0.0,0.0,0.0,0.0,0
1778614839.761,5136.770,0.0,0.0,0.0,0.0,0.0,0
1778614840.262,5137.271,0.0,0.0,0.0,0.0,0.0,0
1778614840.764,5137.773,0.0,0.0,0.0,0.0,0.0,0
1778614841.265,5138.274,0.0,0.0,0.0,0.0,0.0,0
1778614841.766,5138.776,0.0,0.0,0.0,0.0,0.0,0
1778614842.268,5139.277,0.0,0.0,0.0,0.0,0.0,0
1778614842.769,5139.779,0.0,0.0,0.0,0.0,0.0,0
1778614843.271,5140.280,0.0,0.0,0.0,0.0,0.0,0
1778614843.772,5140.782,0.0,0.0,0.0,0.0,0.0,0
1778614844.274,5141.283,0.0,0.0,0.0,0.0,0.0,0
1778614844.775,5141.784,0.0,0.0,0.0,0.0,0.0,0
1778614845.277,5142.286,0.0,0.0,0.0,0.0,0.0,0
1778614845.778,5142.787,0.0,0.0,0.0,0.0,0.0,0
1778614846.280,5143.289,0.0,0.0,0.0,0.0,0.0,0
1778614846.781,5143.790,0.0,0.0,0.0,0.0,0.0,0
1778614847.283,5144.292,0.0,0.0,0.0,0.0,0.0,0
1778614847.784,5144.793,0.0,0.0,0.0,0.0,0.0,0
1778614848.285,5145.294,0.0,0.0,0.0,0.0,0.0,0
1778614848.787,5145.796,0.0,0.0,0.0,0.0,0.0,0
1778614849.288,5146.297,0.0,0.0,0.0,0.0,0.0,0
1778614849.790,5146.799,0.0,0.0,0.0,0.0,0.0,0
1778614850.291,5147.300,0.0,0.0,0.0,0.0,0.0,0
1778614850.793,5147.802,0.0,0.0,0.0,0.0,0.0,0
1778614851.294,5148.303,0.0,0.0,0.0,0.0,0.0,0
1778614851.796,5148.805,0.0,0.0,0.0,0.0,0.0,0
1778614852.297,5149.306,0.0,0.0,0.0,0.0,0.0,0
1778614852.798,5149.808,0.0,0.0,0.0,0.0,0.0,0
1778614853.300,5150.309,0.0,0.0,0.0,0.0,0.0,0
1778614853.801,5150.810,0.0,0.0,0.0,0.0,0.0,0
1778614854.253,5151.262,0.0,0.0,0.0,0.0,0.0,0
1778614854.754,5151.763,0.0,0.0,0.0,0.0,0.0,0
1778614855.256,5152.265,0.0,0.0,0.0,0.0,0.0,0
1778614855.757,5152.766,0.0,0.0,0.0,0.0,0.0,0
1778614856.259,5153.268,0.0,0.0,0.0,0.0,0.0,0
1778614856.760,5153.769,0.0,0.0,0.0,0.0,0.0,0
1778614857.262,5154.271,0.0,0.0,0.0,0.0,0.0,0
1778614857.763,5154.772,0.0,0.0,0.0,0.0,0.0,0
1778614858.264,5155.274,0.0,0.0,0.0,0.0,0.0,0
1778614858.766,5155.775,0.0,0.0,0.0,0.0,0.0,0
1778614859.267,5156.277,0.0,0.0,0.0,0.0,0.0,0
1778614859.769,5156.778,0.0,0.0,0.0,0.0,0.0,0
1778614860.270,5157.279,0.0,0.0,0.0,0.0,0.0,0
1778614860.772,5157.781,0.0,0.0,0.0,0.0,0.0,0
1778614861.273,5158.282,0.0,0.0,0.0,0.0,0.0,0
1778614861.775,5158.784,0.0,0.0,0.0,0.0,0.0,0
1778614862.276,5159.285,0.0,0.0,0.0,0.0,0.0,0
1778614862.778,5159.787,0.0,0.0,0.0,0.0,0.0,0
1778614863.279,5160.288,0.0,0.0,0.0,0.0,0.0,0
1778614863.780,5160.790,0.0,0.0,0.0,0.0,0.0,0
1778614864.282,5161.291,0.0,0.0,0.0,0.0,0.0,0
1778614864.784,5161.793,0.0,0.0,0.0,0.0,0.0,0
1778614865.285,5162.294,0.0,0.0,0.0,0.0,0.0,0
1778614865.787,5162.796,0.0,0.0,0.0,0.0,0.0,0
1778614866.288,5163.297,0.0,0.0,0.0,0.0,0.0,0
1778614866.790,5163.799,0.0,0.0,0.0,0.0,0.0,0
1778614867.291,5164.300,0.0,0.0,0.0,0.0,0.0,0
